"",".id","Start_time","End_time","tdiff_sec","n_time","DO_mgL_mean","DO_psat_mean","WaterTempC_mean","DO_mgL_sd","DO_psat_sd","WaterTempC_sd","DO_mgL_min","DO_psat_min","WaterTempC_min","DO_mgL_max","DO_psat_max","WaterTempC_max","DOmgL_X5.","DOmgL_X10.","DOmgL_X25.","DOmgL_X50.","DOmgL_X75.","DOmgL_X90.","DOmgL_X95.","DOpsat_X5.","DOpsat_X10.","DOpsat_X25.","DOpsat_X50.","DOpsat_X75.","DOpsat_X90.","DOpsat_X95.","Temp_X5.","Temp_X10.","Temp_X25.","Temp_X50.","Temp_X75.","Temp_X90.","Temp_X95.","Hyp_pr_sub2","Hyp_pr_sub3","Hyp_pr_sub4","Hyp_pr_sub5"
"270","nwis_03539778 _TS.csv",2014-06-01 04:00:00,2014-02-18 04:45:00,900,53304,9.71417370099418,97.8815090204435,15.1747662494345,2.23218066456673,8.72038747407197,8.46195035919567,2.7,25.7455146283023,0,14.7,143.136332338207,30.4,6.5,6.9,7.8,9.4,11.6,12.9,13.4,80.2058376398842,84.9818994127947,94.6737034937063,99.9931289968662,103.009119990915,105.648378858976,107.690139416659,2.6,3.7,7.4,15.3,23.5,25.9,27,0,3.7516413430876e-05,0.00037516413430876,0.000919152129056462
"271","nwis_03597860 _TS.csv",2008-06-01 04:00:00,2012-02-22 04:30:00,3600,77529,9.66473986948335,99.7395181077558,16.9444315470433,1.94911570975914,5.33652822556238,7.34740142508909,5.7,69.6920592848297,0.3,14.8,120.035776646848,29.7,7.2,7.4,7.8,9.4,11.3,12.5,13,91.694403272239,93.207100773038,95.7118835478839,99.6818172585102,103.460335670017,106.662188284064,108.676782198925,5.2,6.8,10.6,17.4,24,26.3,27.1,0,0,0,0
"272","nwis_04024000 _TS.csv",2011-06-01 04:00:00,2013-06-26 04:01:00,3600,49442,10.6364268813073,94.6582444053979,9.99968390979272,2.2959867132209,9.04855922427455,9.24859962222497,5.2,62.4317166982735,0,15,112.321524675009,28.3,7,7.6,8.6,10.9,12.4,13.9,14.1,78.0301323965458,80.3323429448321,88.534835372221,96.5640931399947,101.191788659705,105.128853486314,107.675625972867,0,0,0.1,8.5,19.2,23,24.1,0,0,0,0
"273","nwis_04027000 _TS.csv",2011-06-01 04:00:00,2013-01-08 15:15:00,3600,178761,10.8109482763443,93.6552739501905,9.33977022595571,2.11364743677154,5.53881419221985,8.77678827078165,6.3,73.7788480701246,0,14.7,119.351618041243,28.3,7.5,7.9,8.8,11.1,12.7,13.4,13.7,84.3954471250555,86.1323608026441,89.8428530414454,94.1832747038673,97.4313710467366,100.03912958377,101.750579803624,0,0,0,8,17.7,21.7,23.5,0,0,0,0
"274","nwis_04040000 _TS.csv",2011-07-08 05:00:00,2012-08-08 04:45:00,3600,100640,10.3760303644529,97.0240618483788,12.3291298487345,2.05025567690507,5.81997808528031,8.58564050455399,6.6,79.3064385378185,0,14.6,124.09012736333,28.2,7.6,7.9,8.6,9.9,12.5,13.3,13.8,88.3447071805705,89.7090014020706,93.2065942294479,96.7073962978881,100.186831995146,104.705901507503,107.704426683964,0,0,3.6,13.3,20.3,22.7,23.9,0,0,0,0
"275","nwis_04059500 _TS.csv",2011-06-01 04:00:00,2012-08-08 04:45:00,3600,128871,9.83983782735208,94.8172776273486,13.6881258220252,1.75788923950072,11.4409031109259,8.3150687601001,2.2,23.8158528989027,0,14.8,126.960444156815,32.7,7.4,7.8,8.6,9.5,11,12.4,13.2,66.9325330810684,83.648933167487,91.0584718284244,96.0058715221224,101.277150577471,107.254698256626,110.755278165643,0,0,6.8,15.1,20.6,23.8,25.4,0,7.75945683802134e-06,7.75945683802134e-06,7.75945683802134e-06
"276","nwis_04067500 _TS.csv",2011-06-01 04:00:00,2016-12-11 07:06:00,3600,527177,10.6760310749733,94.1401904813431,10.3698630604658,2.23324486449961,10.6747245784469,9.43635590944909,4.9,59.5864468809286,0,15.3,160.224575808336,31.2,7,7.5,8.7,11,12.7,13.3,13.6,81.2892470375936,83.9253822920704,87.5560939478316,92.328818683536,97.8897488472394,105.538985375841,116.209433599026,0,0,0.1,8.9,19.7,23.5,25.1,0,0,0,5.68999755330105e-06
"277","nwis_04085061 _TS.csv",2016-06-01 04:00:00,2016-10-11 10:49:00,900,246836,9.02412330454229,99.8549821021237,20.786591108191,2.41139862059431,25.3969724148127,5.05616018577985,1.2,15.0050663958366,8,17.8,222.684993476533,29.6,5.2,6.1,7.4,8.9,10.4,11.8,13.6,62.1699628684527,70.7524495483444,84.6505714314526,98.0691248019604,110.755230260646,133.030423969386,147.019778826396,10.4,12.4,17,22.2,24.6,26.1,26.7,0.000320050559885916,0.00156379134324005,0.0108614626715714,0.0384344260966796
"278","nwis_04085082 _TS.csv",2016-06-01 04:00:00,2016-11-10 18:49:00,900,235294,8.42312808656404,98.6278699307312,21.6089512338176,1.87008345031361,27.6449950115589,5.17617611675319,3.4,35.5605455698717,6.2,17.6,221.109452822489,30.6,5.8,6.3,7.1,8.1,9.5,11,11.9,60.3408495099506,65.5023441971715,79.0225631452916,94.7628950468721,114.209072895037,136.747970906944,149.948204525613,11.4,12.1,20.1,23.4,25.4,26.9,27.5,0,0,0.00136850068425034,0.0115940057970029
"279","nwis_04085108 _TS.csv",2014-06-01 04:00:00,2014-06-25 14:50:00,900,168499,7.99874011168675,70.8503178944051,10.9919333952306,2.64110680631107,16.1701441442479,8.01824743624639,0,0,0.1,15.3,147.622969304192,28.4,4.2,4.8,5.9,7.5,10.4,11.6,12.3,43.5917625253049,51.137245714321,61.7179636131292,71.5508490885292,80.4279437431553,90.4514701774061,95.2036584436675,0.1,0.1,1.8,11.5,18.5,20.8,22.1,0.00325802488917374,0.0165987169672477,0.0402535206252559,0.109775855008991
"280","nwis_04085138 _TS.csv",2011-06-01 04:00:00,2012-03-13 19:55:00,3600,577780,10.4683918051739,94.8739411519039,12.1630406715126,2.80828054771002,13.5593947555788,9.4282108096191,0.3,3.13182404737251,0,16.7,184.71352487372,31.5,5.8,6.8,8.3,10.5,13.1,13.8,14.1,69.9996523115876,80.252733493208,91.1512831794622,96.003415936331,101.124822412686,107.863654337578,112.945240866194,0.2,0.3,2.4,11.6,21.6,24.6,25.8,0.00148314031164983,0.00401157437853479,0.0108180981191635,0.02708245360211
"281","nwis_04085427 _TS.csv",2011-06-01 05:00:00,2016-12-31 23:58:00,86400,559932,10.7852419729276,96.8913743439822,11.2007273825307,2.68667526860957,19.5845899512968,9.5114234862957,3,38.9050872317015,0,19.8,234.674993311148,33.1,6.3,7,8.6,11.1,12.9,13.9,14.6,72.2520317293101,78.6638863819256,87.3891535473962,93.3904971514356,101.058611754537,119.919124796449,137.564654004237,0,0,0.2,10.6,20.3,24.2,25.8,0,0,0.000741097896353441,0.00845923068681024
"282","nwis_04087050 _TS.csv",2009-06-01 04:00:00,2015-11-10 19:04:00,3600,710070,9.52922094472333,82.475564145558,9.23709172660175,2.31367327892532,13.5112512988747,7.18155509180423,2.2,19.2053872192338,0,18.9,181.99342502604,26.4,6.2,6.8,7.7,9.2,11.5,12.5,13.1,62.6898367875414,68.5899037288597,75.5233320286629,81.8918818235543,88.134853062352,95.3933153690776,104.423833805532,0,0.1,1.5,9.1,15.7,19,20.4,0,0.000383014975603917,0.00264026867374024,0.0105906457041069
"283","nwis_04087119 _TS.csv",2009-06-02 05:00:00,2015-11-17 10:34:00,3600,582427,10.374852661703,92.1308230786654,10.531412877822,2.61756398512404,14.8636135086928,7.78684106090832,1.5,10.9103144332059,0,20.1,170.468982369936,28.6,6.3,7,8.3,10.3,12.4,13.5,14.4,69.8660888867871,75.4129210769399,84.1255378108277,91.1394876253553,98.1797083431058,109.062344197339,119.59453399774,0,0,2.9,10.1,17.6,21.2,22.5,4.46349632534081e-05,0.000135621619116125,0.00106608893001409,0.0049270132514339
"284","nwis_04087148 _TS.csv",2008-06-01 04:00:00,2011-03-16 16:05:00,3600,345580,9.49982873145555,85.5691514423423,10.0300724624183,2.31427789285144,24.2256546123834,7.38137367177997,0.6,4.88651382840575,0,22.4,253.672113673533,29.6,6,6.8,7.9,9.4,10.9,12.4,13.4,54.094413150469,61.3009795126831,71.134279534026,82.2155161627162,93.3566841261486,116.628254876128,135.283965190875,0,0.2,3.6,9,16.4,20.9,22.5,0.000546786400351795,0.00177343948897169,0.00530296016849122,0.0179137639734302
"285","nwis_04087170 _TS.csv",2011-06-01 04:00:00,2011-07-05 17:25:00,3600,560753,9.55288631796306,-1040.11464586697,11.8832095387369,2.47246702131128,99540.7820400872,7.50919715027867,2.9,-9086001.20838471,0,14.6,178.559550570572,28,6.2,6.7,7.6,9,11.9,13.3,13.6,68.4633483519972,72.7969006995087,79.9653272118298,88.3316896655038,94.6618627897189,98.7507422478872,101.701744243315,0.2,0.5,4.4,13.4,17.9,21.1,22.7,0,3.35626219791543e-06,0.000338982481989458,0.00599931867877382
"286","nwis_04092750 _TS.csv",2011-06-01 04:00:00,2013-01-08 15:15:00,3600,193908,7.36970370446764,75.0935627312363,17.0188397641738,1.9943182871007,12.0687571687449,7.11195494499406,1.8,21.825543355229,0.6,12.6,127.788296833927,31.2,4.2,4.8,5.8,7.3,8.9,10.1,10.6,52.6495206964625,58.0514030926184,67.5948662025805,77.0366874366128,83.5318719389095,88.9763300746501,92.0286439822182,6.5,7.7,10.4,16.9,23.5,26.6,27.6,2.57827647374283e-05,0.00293923518006683,0.0309960397673363,0.122591889773524
"287","nwis_04095090 _TS.csv",2011-06-01 04:00:00,2013-01-08 15:15:00,3600,107024,8.96938973803206,87.0243504759863,14.6651919999251,2.11778343236411,10.4900852322458,8.18534440341109,2.6,29.8286657795884,0.1,14.8,166.073193437898,29.6,5.9,6.2,7.1,8.9,11,11.8,12.1,70.0247616504808,74.1912576672373,81.4091268224413,87.5658240741522,92.3641593807239,98.6316741644137,103.898290248184,2.6,3.8,6.6,14.6,22.6,25.2,26.3,0,0.000121454463918682,0.00239171867409096,0.0097537277177772
"288","nwis_04101500 _TS.csv",2011-06-01 04:00:00,2013-01-08 15:15:00,3600,178566,10.2912381986986,99.2509580724165,14.2704485695224,2.24872465896079,5.30166215217313,8.60918328381077,5,62.6950899868578,0,14.9,129.078555631336,30.7,7.4,7.8,8.4,9.8,12.2,13.8,14.1,90.6220181598555,92.8105534245272,96.1987347198219,99.4636256921782,102.491081007094,105.149619395117,106.937792859242,0.5,1.7,6.2,15,22.5,24.5,25.8,0,0,0,0
"289","nwis_04108660 _TS.csv",2011-06-01 04:00:00,2013-01-08 15:15:00,262800,173129,9.8576512784378,94.7595091466121,14.1604286558986,2.1071124630948,10.9980356669653,8.58313246777409,4.5,52.4911388348312,0,14.1,165.200691733571,30.2,6.7,7.2,8.1,9.6,11.8,12.9,13.2,79.6848874470547,83.0485874810347,88.1788930379296,93.5158506363358,99.635416370775,109.372895299379,115.876337334087,0.2,1.4,6.2,15.4,22.1,24.5,25.7,0,0,0,0.00162295470165934
"290","nwis_04119400 _TS.csv",2011-06-01 04:00:00,2016-12-31 23:36:00,3600,219195,10.7852970827726,105.856426410981,14.0454985669168,2.16324903273705,27.2596346865549,8.87667056635317,4.4,54.046263967692,0,26.3,351.758947122499,32.1,7.4,8,9.2,10.8,12.3,13.2,13.8,81.4982479481177,84.7535372826905,90.1935182891987,96.6370106119313,111.937667892932,139.386798695096,161.213628863014,0,0.7,5.8,15.2,22.225,24.7,26,0,0,0,5.47407795999361e-05
"291","nwis_04121650 _TS.csv",2008-06-01 04:00:00,2011-08-16 19:03:00,3600,127987,10.9844673088491,97.8178599834065,9.88181555340231,1.90330398974277,9.97027915516361,8.26011770202317,6,67.6318901205471,0,15.4,165.614781450967,29.4,7.9,8.3,9.4,11.1,12.7,13.4,13.7,84.378936011578,88.1511178079394,92.466446964193,96.1470085406374,101.128316676508,110.721069897018,117.442267703924,0,0,1.5,8.6,17.9,21.4,22.8,0,0,0,0
"292","nwis_04121660 _TS.csv",2008-06-01 04:00:00,2007-12-05 11:00:00,3600,134387,10.3940424550413,92.6333265908522,10.397973063472,2.21279084010144,6.84682672932129,8.555168153886,1.3,16.2652114440615,0,14.5,130.373139035454,28.9,7,7.4,8.4,10.5,12.5,13.2,13.6,79.6528387911454,83.0135243905573,88.9129176857366,93.8534628153852,97.3228370874763,99.9443448141883,101.686813273537,0.1,0.1,1.4,9.5,18.9,22.1,23.4,7.44042083020216e-06,2.97616833208086e-05,8.92850499624259e-05,0.000364580620679906
"293","nwis_04121680 _TS.csv",2008-06-01 04:00:00,2007-12-05 11:00:00,3600,128685,8.35648994941686,72.7872161322239,10.9396129672511,3.58263076243187,24.6327452510518,7.11956261517933,0.1,1.04858682869953,0.6,13.9,107.176270863037,22.9,1.5,3,5.6,9.3,11.6,12.3,12.5,16.3475673937903,34.091451147246,60.8598011867345,82.936940493136,90.8305830644315,93.9617584409866,95.9880118295026,1.2,1.4,3.3,11.2,17.8,20.3,21.1,0.0631706540066356,0.0960380422536306,0.157157398270383,0.218805118920893
"294","nwis_04121944 _TS.csv",2008-06-01 04:00:00,2007-10-19 00:15:00,3600,130363,10.9215321720856,97.5945623242711,10.1945742981756,1.90080120300137,6.3066933736443,7.37327423940623,7.2,76.1027762684778,0,14.9,141.406906575606,26.5,8.2,8.5,9.2,10.8,12.7,13.6,13.8,90.0679042901363,91.4247264566263,93.7118003641937,96.4912373285485,99.7195030925678,105.204059760093,110.060338376651,0,0,2.9,10.2,17.3,19.9,20.9,0,0,0,0
"295","nwis_04121970 _TS.csv",2008-06-01 04:00:00,2013-01-08 15:15:00,3600,225334,9.65800992199079,86.9057814164661,11.3396605685011,2.63862243946332,12.2493804171602,7.94749202314707,1.7,18.68301467112,0.3,14.8,125.845431552086,25.3,5.4,6.1,7.5,9.8,12.1,13,13.4,63.115606025863,70.2192124546227,80.4856379103112,88.9121157142037,95.6827509832823,100.359362824994,102.884495541604,1,1.2,2.8,11.3,19.4,21.9,22.6,2.66243044400465e-05,0.000922975887254945,0.00513405337285563,0.0258078257705517
"296","nwis_04124000 _TS.csv",2008-06-01 04:00:00,2007-12-05 11:00:00,3600,125891,10.7940780747389,95.144304565189,9.22942129592858,1.68835549005713,4.26336076616438,6.99596860769117,6.9,75.2835303391673,0,14.3,115.763792454506,24.8,8.4,8.6,9.2,10.8,12.3,13,13.3,87.9015758577576,90.2232307292591,92.8447994921383,94.9901111981885,97.3200998019437,100.400427706978,102.737105868953,0,0.1,2.5,8.6,15.9,18.8,19.8,0,0,0,0
"297","nwis_04124200 _TS.csv",2008-06-01 04:00:00,2008-06-14 18:15:00,3600,135323,10.3549365292822,92.5483624472866,10.2499837087721,1.87130287138193,4.57222188487017,7.54036661977582,6.3,68.3886124458226,0.4,14.5,106.491499972123,24,7.6,7.9,8.4,10.5,12,12.6,13,84.6723332787965,86.4628836703926,89.7497870564217,92.972386628494,95.4750102626114,98.0431377530843,99.599927300741,0.6,0.9,2.1,9.9,18,20.2,21.2,0,0,0,0
"298","nwis_04125460 _TS.csv",2008-06-01 04:00:00,2007-12-05 11:00:00,3600,126702,10.7178121325473,93.1393894606337,8.53496480318192,1.51389933859222,4.29878001115464,5.49858251720214,7.3,77.4964271811581,0,14.3,115.574183002659,20.2,8.5,8.8,9.4,10.6,12.1,12.8,13,86.7052069533594,87.8680113704869,90.3308221602526,92.8940914834818,95.42612521129,98.2451674564581,101.197137061032,0.4,1.3,3.3,8.4,13.8,15.7,16.4,0,0,0,0
"299","nwis_04125550 _TS.csv",2008-06-01 04:00:00,2007-10-21 20:04:00,3600,125901,10.6581737031037,95.3537473787043,10.2282443238899,1.90353003087525,4.53447734281939,7.67244450226675,4.9,59.0316229653884,0,13.8,116.32627982187,24.3,7.9,8.2,8.8,10.7,12.6,13.1,13.4,86.7563987371837,90.0759587080778,93.5411087220605,95.6014859013994,97.6788570532425,100.072684446954,102.355796739918,0.6,1,2.1,9.7,18.1,20.7,21.7,0,0,0,7.94180247148893e-06
"300","nwis_04136000 _TS.csv",2008-06-01 04:00:00,2008-08-17 01:15:00,3600,78766,11.104807362742,97.777506369695,8.98192038006199,1.77676504327038,6.59516924435702,6.93490332512782,6.7,74.7521571521958,0,14.9,128.929853210906,25.2,8.3,8.7,9.6,11.1,12.7,13.4,13.7,88.4935696199716,90.5257441761426,93.7412361025528,96.7676234310239,100.760065084776,106.473102702779,110.794608953856,0,0,2.3,8.2,15.5,18.5,19.7,0,0,0,0
"301","nwis_04136500 _TS.csv",2008-06-01 04:00:00,2008-06-12 01:15:00,3600,79956,10.5827149377853,94.5529504040324,9.7855648692606,1.82662908537956,5.45866196500546,7.68261989231477,5.4,63.2835768533657,0.1,14.9,117.913122420635,26,7.8,8.2,8.9,10.7,12.4,12.8,13,86.1470525242111,88.1566346112457,91.3166386881925,94.3341170705478,97.7111875057118,101.589139723475,103.884535717107,0.2,0.3,1.9,9,17.3,20.4,21.6,0,0,0,0
"302","nwis_04136900 _TS.csv",2008-06-01 04:00:00,2015-02-08 04:45:00,3600,118349,10.6885211690056,96.9880954986046,10.7154897090135,1.85635370540163,7.06581560407689,7.45564029442658,6.2,70.8726551718145,0,14.9,124.317868164509,26.9,7.9,8.2,9.1,10.5,12.4,13.2,13.5,86.8296523097919,88.9229850943709,92.4588985281722,96.0382795140712,100.838101608886,107.172560331997,110.716245943967,0,0.5,3.7,10.7,17.8,20.5,21.6,0,0,0,0
"303","nwis_04137005 _TS.csv",2008-06-07 05:00:00,2014-01-07 15:00:00,3600,93239,9.97010874227865,89.9192817564045,10.8392885875803,2.00856321495782,4.88697513522054,8.20266363915164,4.8,54.5842731998376,0,13.6,111.831357177751,26.2,7.1,7.4,8,9.9,12,12.5,12.7,81.2793611024107,83.2468839334599,87.1355873276803,90.4930461579075,93.0860284432833,95.3517441343538,97.0041755728397,0.3,0.5,2.2,10.5,19.2,21.8,22.7,0,0,0,1.07240905971174e-05
"304","nwis_04137020 _TS.csv",2008-06-01 04:00:00,2007-12-05 11:00:00,3600,76551,10.5406491640543,93.6496756860787,10.4777446791832,2.19331431752444,6.10613200707164,8.65404354953971,2.6,31.3538277529095,0,14.1,115.623237344449,27.7,7.3,7.7,8.5,10.6,12.7,13.2,13.4,83.9160331981907,86.2304647447227,90.3684874519744,94.1893463612148,97.3824235357583,100.514544249964,102.656370184423,0.1,0.2,1.2,9.8,19.5,22.3,23.5,0,2.6123301985371e-05,7.83699059561129e-05,0.000744514106583072
"305","nwis_04137025 _TS.csv",2008-06-01 04:00:00,2007-12-05 11:00:00,3600,79076,10.4142504899791,92.989283262484,10.7494695580704,2.24616099945408,6.6745603442507,8.66281772189087,0.9,10.4727945570686,0,15.2,113.030407326951,27.2,7.2,7.6,8.4,10.4,12.6,13.2,13.4,83.280807708113,85.9125034545059,89.875934520991,93.7177468626444,96.9654256508953,99.8769928171223,101.715112143893,0.1,0.2,1.4,10.1,19.7,22.4,23.7,0.000189669343111842,0.000391983309097806,0.0011127268129228,0.00319908958715306
"306","nwis_04137030 _TS.csv",2008-06-01 04:00:00,2007-12-05 11:00:00,3600,79108,10.2969728376961,92.4923492000851,11.0130909044947,2.13141708401203,6.65898536781447,8.93235149690373,1.5,18.0446753458234,0.1,13.6,117.70417464508,27.3,7,7.6,8.4,10.3,12.4,12.9,13.1,81.1316702357199,84.9640019696876,89.5027531018451,93.1776804235554,96.5415918922163,99.3844865940453,101.408092306674,0.3,0.5,1.2,10.3,20.3,23.1,24.2,3.79185257277197e-05,0.000227511154366318,0.000947963143192993,0.00351378338410203
"307","nwis_04137500 _TS.csv",2008-06-01 04:00:00,2013-01-08 15:15:00,3600,231262,10.3083662651436,93.2660530789999,11.5535339646301,2.13109674716384,4.57873304971222,9.00825904788106,5.8,66.585877585975,0,14.7,111.22647717141,27.7,7.3,7.6,8.2,10.2,12.5,13,13.2,85.4833766664261,87.3622582406546,90.4444639610178,93.6496358039216,96.3027826483299,98.6776202842088,100.30826242722,0.4,0.7,1.5,11.1,20.6,23.5,24.7,0,0,0,0
"308","nwis_04142000 _TS.csv",2011-06-08 05:00:00,2013-01-08 15:15:00,3600,170757,10.8979452255333,98.505108198082,10.863406006438,1.9816161813069,8.8360390766348,8.29021091434478,6.5,76.1367943214268,0,15.9,145.144817846718,29.4,7.9,8.3,9.2,10.8,12.6,13.7,14,86.1674425388049,89.0799199090329,92.9522637511634,96.885441504084,102.863341959005,111.469645868323,116.196236203174,0,0,2.3,10.7,18.6,21.7,23.2,0,0,0,0
"309","nwis_04144032 _TS.csv",2015-06-23 05:00:00,2016-05-02 15:10:00,900,72214,9.79952643385306,88.7340770424561,10.7970096672631,2.99783390098121,26.9165963025725,6.78225515055586,0.9,9.97334301606022,0,21.4,265.567644932421,27.2,4.8,5.9,7.6,10.1,12,13.1,14.1,51.7036695269112,62.6481324968179,77.1024612497472,86.9988192711226,95.0341388643509,115.283586824512,137.313539576613,0.7,1.6,4.7,10.6,16.9,19.6,20.9,0.00423717078844609,0.0171148467141156,0.0289955412777978,0.0536985239137057
"310","nwis_04148266 _TS.csv",2014-06-01 04:00:00,2014-06-25 14:50:00,900,170979,10.1106405750145,90.5126925370271,11.0487591258038,3.34506078457779,24.3137512716223,8.24482484724715,0.2,2.15643225039278,0,25.5,267.425423554224,29.5,5.1,6,7.4,10.2,12.4,14,15.6,56.9225012396648,64.5984531727558,77.0476863818869,87.8359474484131,99.1628043293092,119.546688053875,136.0405160732,0,0,2.6,11.1,18.8,21.8,23.1,0.000251481106750806,0.00297098609835835,0.0145508138045582,0.0423657938907636
"311","nwis_04157005 _TS.csv",2012-06-01 04:00:00,2016-12-31 15:36:00,3600,203934,10.0098738434835,90.4099310725704,11.679690750106,2.30186904972836,12.3182447389015,9.50237194753063,3.1,35.4784327767422,0,15.2,197.5121498006,31.6,6.3,6.9,8.1,10,12,13,13.5,73.2499500909168,76.6537576243689,83.2083727065101,89.8880738045559,95.7638970076891,102.365075311167,111.79320209208,0,0,1.8,10.9,21.2,24.6,25.9,0,0,2.94185425073424e-05,0.00155918275288915
"312","nwis_04165500 _TS.csv",2011-07-15 05:00:00,2016-04-06 13:08:00,86400,519576,9.45036410102456,86.7271609955632,12.5123275325871,2.43568119490234,9.76552063192061,8.30288850840277,0,0,0,15.7,139.584794691544,29,6,6.5,7.3,9.1,11.8,12.8,13.2,70.1268299599466,74.4887379194014,80.9517213594284,87.4612882596758,92.8210840770026,97.3972266551481,100.865858849447,0.3,1.1,4.2,12.7,20.4,23.1,24.2,0.00015972719365094,0.000365640563779261,0.000871764081010554,0.00697218822406454
"313","nwis_04166500 _TS.csv",2008-06-01 04:00:00,2013-09-12 05:23:00,3600,219934,9.05207361539231,81.8130686705274,12.131318246342,2.76740233420584,12.6870185585879,7.96721576353515,0.2,2.37584198147036,0,16.9,157.306709790841,28,5.3,5.8,6.6,8.5,11.7,13,13.4,61.9496436262567,66.9746979098586,73.5786354152081,81.624103616969,90.4554262390747,95.7004110890519,100.85368539057,0,0,4.6,13,19.5,22,23.1,0.000177309801140238,0.000668321558143976,0.00548296461987506,0.0298744282895515
"314","nwis_04167150 _TS.csv",2008-06-01 04:00:00,2008-05-15 14:45:00,3600,85096,8.23184488836663,83.4520755129389,16.6017215041128,2.12072432315194,10.293137025116,6.90653305221888,1.2,13.8266109217826,0,15,145.254844070046,29.3,5.8,6.2,6.7,7.6,9.3,11.7,12.7,67.3828183916517,71.721394674403,77.2830098223107,82.9385670582668,90.1125452814191,95.2212367673703,99.864965794233,2.4,5.3,12.6,18.7,22,23.9,24.7,8.2256169212691e-05,0.000235017626321974,0.00210340775558167,0.011903642773208
"315","nwis_04168400 _TS.csv",2008-06-04 05:00:00,2008-05-15 14:45:00,3600,83061,7.67679166917474,78.0576139701337,16.4254105268227,1.99676288331424,11.8876384921884,5.78965108323183,0.5,5.8871396166475,0,16.3,140.724797824404,26.5,5.2,5.6,6.3,7.2,8.5,10.8,11.8,59.1339253722434,63.0225020008802,70.6774101376313,77.8313596404976,85.0903165809286,92.111232307563,96.6609427533397,4.5,7.2,13.1,18.2,20.8,22.6,23.3,0.000120387648227292,0.000626015770781918,0.00298561367603684,0.0285559501595136
"316","nwis_04174500 _TS.csv",2011-06-01 04:00:00,2013-01-08 15:15:00,3600,87338,10.1045531564124,97.4901819314871,14.2316390849913,2.32472147726858,6.72259750094402,9.16012646425749,5.2,66.7172313706591,0,14.7,132.258413192862,31.9,6.8,7.3,8.1,9.7,12.5,13.4,13.6,85.8570370032569,89.6048042938871,94.444471864374,97.9156164531003,100.927364181453,104.81647157828,107.483269153608,0.6,1.5,5.3,15.2,22.7,25.7,27.1,0,0,0,0
"317","nwis_04175120 _TS.csv",2015-06-01 04:00:00,2016-03-08 04:45:00,900,49252,9.36546004547669,92.9785297474425,15.8702797628715,2.26185830414485,8.9238114488439,8.31950348949637,5,61.7213506299571,0.1,14.8,138.454301515481,28.9,6.5,6.8,7.5,8.8,11.3,13,13.5,78.1408786701887,81.3422465662106,87.0702067208054,93.8658017774422,98.2857660327603,103.00389044716,106.931717487491,1.3,2.9,8.1,18.6,23.1,25.1,25.8,0,0,0,0
"318","nwis_04176500 _TS.csv",2011-06-01 05:00:00,2011-08-30 03:03:00,3600,196551,10.3564752684781,95.9370718918973,12.7370145210892,2.54078314841052,13.769275076498,9.14664418460626,4.6,52.2610941284949,0,17.7,194.339520378813,32.2,6.6,7.1,8.2,10.3,12.6,13.7,14.2,77.1627619694065,81.3901152724011,87.4802373212659,94.6241762395863,100.754821340662,112.755850869798,122.256326035505,0,0.1,3.7,12.9,21.5,24.5,25.8,0,0,0,0.000406977631491929
"319","nwis_04182867 _TS.csv",2015-06-01 04:00:00,2015-03-11 04:45:00,900,29250,9.51183931623932,90.3670520688465,13.5458648695352,2.64570989504512,19.9741222118595,8.74113508359483,1.7,20.4291486498617,0,17,200.398047145861,26.2,5.2,6.2,7.3,9.5,11.9,12.7,13.3,61.1160660677735,70.0289003320094,78.5256278831036,87.6473408303407,97.9970213940347,114.748525542852,129.647847633336,0,0,4.4,15.9,21.1,23.6,24.1,0.000239316239316239,0.00273504273504274,0.00694017094017094,0.0417435897435897
"320","nwis_04183038 _TS.csv",2016-06-06 16:30:00,2015-10-21 11:27:00,900,40362,9.36617698062726,83.754993482826,11.6622132487737,3.59849167870934,25.86169365772,8.04816606017809,0,0,0,19.2,205.455177568463,26.9,3.4,4.3,6.8,9.6,12.2,13.8,14.8,37.9689141163619,50.059034799507,69.7165395702762,85.904649514907,96.8568665474276,111.395506472113,123.073205104001,0.1,0.8,4.8,10.6,19.4,23.4,24.3,0.0126096219590745,0.032031908041421,0.0811821830253183,0.134395283159094
"321","nwis_04188496 _TS.csv",2014-08-08 04:00:00,2015-03-11 04:45:00,900,63219,7.7383681022348,71.5052482849917,13.1822233875197,3.52357006777712,25.0236352611974,8.32536174787707,0.3,2.80687801305433,0,20.1,193.778490139675,27.8,2.9,3.6,4.9,7,10.7,12.6,13.6,28.1822655464094,38.4383866152287,53.4814903476262,74.0849044784048,88.8652616058954,98.3766122814203,107.305469746532,0.2,0.4,5.8,13.7,21,23.8,24.6,0.0184414886045519,0.0537112309614563,0.131779144985528,0.255618643933762
"322","nwis_04193490 _TS.csv",2011-06-01 04:00:00,2014-04-14 16:54:00,3600,104470,10.0675708269525,97.7239348344803,14.7153902478973,2.62538496433751,18.3111336117927,9.16387488846835,2,26.2957889742555,0,20.2,246.460493003298,32.1,6,6.8,8,10,12.2,13.5,14,72.9258787827751,79.7662464646849,88.5428597400846,95.3969885835223,102.927113212409,119.597822203516,132.886655802748,0.2,0.9,6.3,15.8,23.2,26.1,27.4,0,0.000440275650842266,0.00366577335375191,0.0139835375191424
