"",".id","Start_time","End_time","tdiff_sec","n_time","DO_mgL_mean","DO_psat_mean","WaterTempC_mean","DO_mgL_sd","DO_psat_sd","WaterTempC_sd","DO_mgL_min","DO_psat_min","WaterTempC_min","DO_mgL_max","DO_psat_max","WaterTempC_max","DOmgL_X5.","DOmgL_X10.","DOmgL_X25.","DOmgL_X50.","DOmgL_X75.","DOmgL_X90.","DOmgL_X95.","DOpsat_X5.","DOpsat_X10.","DOpsat_X25.","DOpsat_X50.","DOpsat_X75.","DOpsat_X90.","DOpsat_X95.","Temp_X5.","Temp_X10.","Temp_X25.","Temp_X50.","Temp_X75.","Temp_X90.","Temp_X95.","Hyp_pr_sub2","Hyp_pr_sub3","Hyp_pr_sub4","Hyp_pr_sub5"
"1","nwis_01021050 _TS.csv",2008-06-01 04:00:00,2016-10-01 03:45:00,3600,51506,7.86682716576709,89.5981888753811,21.6553404656039,0.651190704007453,4.71695908882656,2.73956193155243,6.2,72.397921647299,14.7,9.9,108.91669459749,27.6,6.9,7.1,7.4,7.8,8.3,8.8,9,81.4586490905999,83.2959091581796,86.63173025953,89.6528322147429,92.6581263775382,95.6699251064503,97.4741441357192,16.7,17.7,19.6,22.1,23.8,25,25.6,0,0,0,0
"2","nwis_01036390 _TS.csv",2008-06-01 04:00:00,2013-08-15 14:00:00,3600,49580,12.0223152162953,103.955808287059,10.5579930977416,2.64254691065256,3.44743049973124,9.16522100510222,7.2,88.7873169390167,0,16.5,114.716428121499,28.9,8.4,8.7,9.4,11.8,14.8,15.4,15.6,98.0976073168616,99.7171622802207,101.874507917693,103.893652072421,106.059162205183,108.400091492278,109.526592257135,0,0,0.2,9.7,19.3,23.4,24.8,0,0,0,0
"3","nwis_01104430 _TS.csv",2015-09-10 04:00:00,2016-12-31 23:45:00,900,45277,10.3014398975288,95.6376930266322,13.1676546106512,1.98285053602234,5.84903670940517,7.77979238322866,5.6,59.9894149987111,1,14.3,120.269723729484,27.6,7.4,7.7,8.4,10.2,11.8,13,13.4,86.7679182393114,88.5784134266763,91.4203076052117,95.4401772430783,99.4391410479238,103.114151699181,105.70771535083,2.8,3.5,6.3,11.9,20.7,24.8,25.7,0,0,0,0
"4","nwis_01124000 _TS.csv",2015-06-09 05:00:00,2015-09-02 22:00:00,900,19349,8.09253191379399,96.5718982731995,23.3006718693473,0.655656785854024,7.85360865749771,2.62740258209328,6.5,81.946642794345,14.6,10.2,122.765818649673,30,7,7.2,7.6,8.1,8.5,8.9,9.2,86.1888701895242,87.3300544327505,90.4446679200791,94.5558814149194,102.593598057036,108.391284205965,110.614907122341,19,19.9,21.5,23.3,25.1,26.8,27.7,0,0,0,0
"5","nwis_01125100 _TS.csv",2015-06-09 05:00:00,2015-09-02 22:00:00,900,19394,7.59853562957616,91.4891988570242,24.0223749483258,0.802387712353834,10.0004205110109,2.26617591693942,5.5,68.7699259447146,16,11.2,132.362536268937,30,6.4,6.6,7,7.6,8.2,8.6,8.9,77.8277741412781,79.496485036622,82.6703233520201,91.3600849131305,99.0573794295375,104.992088578748,108.267287206743,20,21.1,22.5,24,25.7,26.9,27.6,0,0,0,0
"6","nwis_01184000 _TS.csv",2015-06-01 04:00:00,2016-05-11 19:30:00,900,49958,10.167454661916,96.2319104235219,14.3804464017616,2.19205526438062,8.67614562926043,8.84050787081634,5.2,64.1687088093551,0.1,14.8,156.132507366932,29.5,7,7.5,8.3,9.9,12.1,13.4,13.9,83.7295357834083,87.46150624994,92.0430597532604,95.5028709383671,99.0124229232542,104.410751942116,111.947642300787,0.3,1.3,6.2,15.4,22.6,25.7,26.7,0,0,0,0
"7","nwis_01191000 _TS.csv",2016-06-01 04:00:00,2016-05-31 10:31:00,900,21545,7.32879090276166,69.4561342197777,15.5060834029906,2.87241699303399,17.0068530735192,8.16660602156131,1.7,19.8816977466035,0,14.2,107.968634134358,27.7,3.4,3.9,5.1,7,9,12,12.9,38.8669670809023,43.87523852741,57.492985780971,72.7061016960405,83.0201526665451,89.3991602190112,91.9468103303166,0.1,2.2,7.7,18.7,22.3,24.1,24.9,0.00487352053840798,0.0229751682524948,0.111394755163611,0.233836156880947
"8","nwis_01193050 _TS.csv",2014-06-01 04:00:00,2016-03-08 04:45:00,900,102952,10.8184559651917,98.6457878702101,12.8075856411859,2.54330182217369,7.03920479090654,9.72117240906601,2.1,50.3256375844553,0,15.1,154.295940636693,30.1,7.2,7.7,8.5,10.4,13.4,14.2,14.5,87.1717178016372,90.0774273975445,94.62136597578,98.7402414701783,102.449172816724,105.405917087113,108.445499288267,0,0.1,3.4,11.8,22.6,25.8,27,0,9.71213239578882e-06,9.71213239578882e-06,2.91363971873665e-05
"9","nwis_01193463 _TS.csv",2015-06-08 18:30:00,2015-09-02 22:00:00,900,10392,8.95864126250962,100.303117158562,20.353752886836,0.549189831607477,4.65717557163623,2.39626818335608,7.7,93.4510702838141,12.8,10.7,114.675045897648,26.8,8.1,8.2,8.6,8.9,9.3,9.7,9.9,94.9274249398762,95.4502229686799,96.4991089484739,98.7603205990077,103.682303307512,107.581846392767,109.391080191103,16.4,17.3,18.7,20.4,22,23.4,24.1,0,0,0,0
"10","nwis_01195510 _TS.csv",2015-06-11 05:00:00,2015-09-02 22:00:00,900,17827,6.76277556515398,75.3407274805995,20.0236551298592,0.825024363611032,8.53164045530882,1.94418375639034,4.3,49.2404395067221,12.2,9.2,102.31416018213,26.4,5.3,5.6,6.2,6.8,7.3,7.8,8.1,60.6509177808513,64.4925086095697,69.8599393170348,75.3519907211521,80.7080947302711,86.4341825070797,90.0047519284226,16.7,17.7,18.8,20,21.3,22.5,23.1,0,0,0,0.0170527851012509
"11","nwis_01196222 _TS.csv",2015-06-10 21:00:00,2015-09-02 22:00:00,900,18914,7.52552606534842,84.2005320368418,20.5597712106768,0.765202330533658,7.85936286287314,1.75408912970369,5.1,60.2422436875772,13.8,10.1,110.156291202949,25.6,6.3,6.6,7,7.5,8,8.6,8.8,71.8462924173142,74.2413035248132,78.6243843256831,83.6496885640351,89.3186752828774,94.8667236843756,98.3943636347311,17.7,18.4,19.4,20.6,21.8,22.8,23.4,0,0,0,0
"12","nwis_01196500 _TS.csv",2015-06-11 05:00:00,2015-11-18 20:00:00,900,31880,8.4185382685069,88.0316483788054,18.0850389007404,1.34796655370147,5.77169189603354,5.69025347669811,5.7,68.0934612995637,2.8,12.9,123.331257206843,27.3,6.9,7,7.4,8,9.1,10.6,11.3,79.5591100079497,80.9789441692039,83.8316238496631,87.6948452964384,91.4270187048228,95.3039991441525,98.1076828288519,7.1,8.8,13.6,20.5,22.5,23.8,24.6,0,0,0,0
"13","nwis_01196528 _TS.csv",2015-06-10 21:00:00,2015-09-02 22:00:00,900,18705,6.82758086073242,78.7515739557921,22.2263512429832,0.581342223381246,5.88256527126386,1.78217371479843,4.3,51.454075853036,17.2,9,106.052664025543,27.4,5.9,6.1,6.4,6.8,7.2,7.5,7.8,69.7511921550751,71.6934314551465,74.6485910369974,78.7265304474515,82.5902815272791,86.0938045772634,88.4241609638434,19.3,20,21,22.2,23.5,24.5,25.1,0,0,0,0.00139000267308206
"14","nwis_01200600 _TS.csv",2015-06-12 05:00:00,2016-03-08 04:45:00,900,32825,11.1222303451217,101.83907855405,12.075,2.10707607738727,6.82092625192482,8.23446326858409,6.9,85.1041493268163,0,15.3,132.256827070886,27.2,7.8,8.3,9.3,11.1,13,14,14.3,91.645574357126,94.2369056283131,97.910290870848,100.718598886158,104.960226443288,111.541157038246,114.975204701093,0,1.1,5,10.5,20.4,23.8,24.8,0,0,0,0
"15","nwis_01201487 _TS.csv",2015-06-12 05:00:00,2015-09-08 19:01:00,900,41248,9.00996800155144,87.7334015807388,14.9267793486432,2.12497509797085,10.433983247836,7.59381081486437,4.1,50.4685156414237,0,14.3,147.910691021618,28.2,6.2,6.6,7.2,8.5,10.8,12.2,12.8,72.8174415040317,75.4699845422385,80.2125794899578,87.37415222828,93.3640017811787,100.191760542965,106.043472729287,1.9,3.9,8.4,16.9,21.6,23.5,24.3,0,0,0,0.00070299621836517
"16","nwis_01203000 _TS.csv",2015-06-10 05:00:00,2015-09-02 22:00:00,900,18968,8.52578026149304,100.448419803109,22.4859342049768,0.826483193372105,9.2010311422893,2.51921792784807,6.7,84.9658343158899,12.4,11,126.764141891622,29.8,7.3,7.5,7.9,8.5,9.2,9.7,9.9,89.4824376688572,90.2962874579272,92.7053068553683,97.7786619338205,107.38739750589,114.445090829575,117.808316167027,18.5,19.4,20.7,22.5,24.3,25.7,26.6,0,0,0,0
"17","nwis_01208500 _TS.csv",2015-06-10 05:00:00,2015-08-10 22:15:00,900,19163,8.55932265302927,103.411706281887,24.0844231070292,1.38799221484816,18.2060561937392,2.65596005282156,5.8,66.8803712973481,15.2,13.8,180.63855363467,31.8,6.7,7,7.5,8.3,9.5,10.4,11.1,82.6104848155637,85.2328710190922,89.469096921306,97.3137307014994,115.18145572732,128.583466714748,135.745642801156,19.8,20.7,22.2,24.1,25.9,27.6,28.6,0,0,0,0
"18","nwis_01208990 _TS.csv",2015-06-09 18:15:00,2015-09-02 22:00:00,900,19302,8.3442285773495,95.4018233247259,21.1401585410082,0.619187528422076,5.77955746885193,2.41455992745205,6.8,82.1341631406855,10.4,11,115.9192868188,27.2,7.4,7.6,7.9,8.3,8.8,9.2,9.4,87.8999699113596,88.8396592935788,90.5384039325407,94.3666407633158,99.8136754921982,103.483546825769,105.589583864073,16.6,18,19.8,21.4,22.8,24,24.6,0,0,0,0
"19","nwis_01382210 _TS.csv",2010-06-01 04:00:00,2014-10-28 16:30:00,3600,87823,7.28741787458866,74.4422656558928,14.7028821627038,2.64286961808014,27.163557798703,3.96997439511683,0.2,2.18957985000267,4.3,12.5,115.258546003396,27.9,3.4,3.7,4.5,8.1,9.5,10.3,11,34.8659538623354,36.5953384027285,43.4268704618805,88.1399062241144,98.4407498968243,102.323788391871,104.103239059098,8.9,10.3,11.4,14.6,17.7,19.8,21.4,0.00498730400920032,0.0121152773191533,0.150495883766212,0.299010509775344
"20","nwis_01388000 _TS.csv",2008-06-01 04:00:00,2015-03-11 04:00:00,3600,79722,10.4765361026451,97.7614745183773,13.7645667908529,2.48690538699675,7.8393591390685,8.90785541689631,4,47.4609506550381,0.1,15.2,131.246232668559,32.1,6.7,7.4,8.4,10.3,12.8,13.8,14.1,81.948924796854,88.8870374494812,96.7688958197494,99.6360259214291,101.934260391794,103.888129003876,105.134993777812,1.3,2,5,13.8,22.2,25.7,26.9,0,0,0,0.00672260475850046
"21","nwis_01389005 _TS.csv",2008-06-01 04:00:00,2014-01-07 15:00:00,3600,79483,9.95560559553163,92.1864636567626,13.3294040684875,2.66581001421204,14.1201116243397,8.30274937538179,4.1,47.6796879907426,0.2,16.4,192.90529710875,29.7,6,6.5,7.6,9.7,12.6,13.5,13.8,68.3550347651107,73.2217838250572,83.1872846987899,93.9996856980329,99.5957470333428,107.288329553939,114.44052755028,1.2,2.2,5.2,13.4,21.2,24.3,25.4,0,0,0,0.00628994112615106
"22","nwis_01400500 _TS.csv",2008-06-01 04:00:00,2015-03-11 04:30:00,3600,159567,10.7471222232666,100.3601449404,13.6867012403898,2.4127673979166,12.7676547431155,8.88587792493527,4.8,57.8995332050896,0,18.2,169.129883689068,32.1,7,7.6,8.7,10.6,12.9,14,14.4,82.8291165977988,86.5439880213173,92.8122639418153,98.2789434330287,105.258660769888,117.982741412214,126.090499447631,0.3,1.3,5.5,13.6,21.9,25.7,27,0,0,0,4.38637716577373e-05
"23","nwis_01408500 _TS.csv",2011-09-23 04:00:00,2013-12-30 15:30:00,3600,45604,9.71108333881471,92.2218057160846,14.2690727763987,1.87497440415336,4.76470910534532,6.72441730181114,5.7,66.1551050096661,0.4,14.2,118.695409313004,26.8,7.4,7.7,8.2,9.1,11.3,12.5200000000004,13.1,84.9838210971866,87.0308506525929,89.662656742589,92.2278718916097,95.4545934383224,97.3762042349945,98.5595876035084,2.8,4.4,8.3,15.6,20.2,22.2,23.2900000000001,0,0,0,0
"24","nwis_01433500 _TS.csv",2014-06-01 04:00:00,2015-03-11 04:45:00,900,111202,11.1785251856781,102.404173753832,11.0747164818548,2.33099684113383,9.77025858604875,6.99623580424852,3.3,37.7337761359789,0.5,15.8,133.55814679523,23.4,7.7,8.2,9.2,11,13.3,14.1,14.7,86.3043497865546,90.989142285997,97.098017069506,102.398714954186,107.180558916453,116.774087093241,119.484933612657,1.7,2.2,3.5,11.2,17.7,20.7,21.1,0,0,5.39500422608664e-05,0.000215800169043466
"25","nwis_01454700 _TS.csv",2010-07-29 04:00:00,2013-09-30 15:15:00,3600,107491,9.43936794708394,98.5890277792174,17.5692573711637,1.3269204207973,5.10942153065727,5.38460967346479,5.4,51.5473543779705,2.6,13.8,129.777949181936,28.2,7.7,8,8.4,9.2,10.2,11.4,12.1,89.7108924368681,91.9697864699286,95.60640337051,98.9182458730274,101.931957635991,104.601319705223,106.334262027069,7.8,9.7,13.6,18.6,21.9,23.7,24.6,0,0,0,0
"26","nwis_01458500 _TS.csv",2014-09-03 17:00:00,2015-02-12 04:30:00,1800,35609,10.643755792075,101.139324356559,13.8477377160094,2.23604872455241,13.0467162284357,8.17800960064141,5.8,64.4698759339072,0.2,16.7,174.845166692099,30.2,7.3,7.7,8.8,10.5,12.4,13.7,14.2,84.2820129476506,87.3938390500378,93.1798070628947,98.6336379758801,105.993412300326,119.560988827145,127.994910907166,1.7,2.9,6.4,13.3,21.7,24.8,26,0,0,0,0
"27","nwis_01460200 _TS.csv",2008-06-19 04:00:00,2009-10-22 14:30:00,3600,44403,9.31738170844312,105.104019597408,21.349126314423,1.54862863117684,14.1087807971041,5.03738461486974,5.3,68.3849936737588,6.7,17.3,181.722020062158,31.9,7.2,7.6,8.2,9.1,10.2,11.3,12.1,87.6894445950212,90.6632612375762,95.55339254159,101.621245150123,112.761756161542,124.570256795396,131.586096804167,11.8,13.9,17.7,22.5,25.2,27.1,28.1,0,0,0,0
"28","nwis_01463500 _TS.csv",2008-06-01 04:00:00,2007-12-05 11:00:00,3600,76588,10.9950949800901,101.745633244232,13.3068286568567,2.17154900416124,9.32110204414154,8.96933028930674,5.7,70.5532850649788,0,17.9,200.222807522671,31.2,7.9,8.2,9.1,10.8,12.8,13.9,14.4,91.1971085522593,92.9428086714195,96.3081180627676,99.7933547685837,104.678155081202,113.25791433295,119.515621858468,0.5,1.6,4.6,13,21.9,25.4,26.7,0,0,0,0
"29","nwis_01467026 _TS.csv",2016-09-15 04:00:00,2016-12-31 23:30:00,1800,5134,9.09154655239579,83.0650245035529,13.1008575326447,2.20258659556513,6.82273759030765,7.27586916931426,5.2,62.0957896651929,1.2,13.8,100.48865373647,26,5.9,6.7,7.4,8.6,10.475,12.8,13.3,70.6021242760891,75.9600833238235,79.4736099616128,82.2724354196567,86.914487640134,92.191744722203,95.7049462547192,2.1,2.4,7.4,13.3,18.5,24,25,0,0,0,0
"30","nwis_01467200 _TS.csv",2008-06-01 04:00:00,2013-08-07 14:45:00,3600,150763,7.34417993804846,76.5604617402294,18.9259823384901,2.0371898815365,12.8932449815837,6.42360906297806,2.2,26.8209855385833,3.2,14,113.448141186467,29.4,4.6,4.9,5.7,7.1,8.8,10.2,11.2,55.8796883541233,59.820035858893,66.5638109130606,76.7946193358161,86.2002812848537,94.2794321480868,97.729885669925,7.8,9.6,13.9,19.7,24.8,26.6,27.6,0,9.94939076563878e-05,0.0114550652348388,0.10352672738006
"31","nwis_01472104 _TS.csv",2008-06-01 04:00:00,2012-04-19 04:23:00,3600,63961,9.12838604774785,100.107872202509,20.1266982700443,2.17498974677056,19.4653564922541,5.74012890012623,1.1,13.3581429995307,1.7,20.5,210.926394392101,34,6.3,6.8,7.6,8.7,10.2,12.1,13.3,76.0378410279131,80.4292327709,87.2241522870885,95.8401319789857,109.280123806774,125.822792712016,136.639573947546,9.6,11.8,16.1,21.2,24.6,26.7,27.9,0.000171979800190741,0.000281421491221213,0.000375228654961617,0.00200121949312863
"32","nwis_01473500 _TS.csv",2012-06-01 04:00:00,2012-03-01 14:30:00,3600,79775,9.33276348277288,96.7556836944903,18.2049277579893,2.33661081886006,14.9648523150646,7.44258368768699,3.6,46.2970162084925,0,22.5,294.466219169515,32.1,6.3,6.8,7.6,8.8,10.9,12.7,13.6,75.9181752870459,80.9073153964819,87.7314461659979,95.4415731459555,103.791392548561,113.246003176243,121.48144680929,5.6,7.2,12.5,18.7,24.9,27.3,28.3,0,0,0.000225600661761941,0.00403574517151917
"33","nwis_01474500 _TS.csv",2014-06-01 04:00:00,2014-10-28 16:30:00,1800,40141,9.75690406795705,101.228182784939,18.1031714000997,1.96148153092573,16.8568094358116,7.45339915271806,4.1,45.5401874505373,2.9,20,255.556632420547,31.5,7,7.3,8.2,9.5,11.2,12.5,13,84.9093503867614,88.6344536350939,93.1057552351121,97.3905882879663,102.688206925776,117.600062556664,137.040891004136,5.5,7.1,12.1,18.6,25.2,27.1,27.8,0,0,0,0.000398575094038811
"34","nwis_01477050 _TS.csv",2008-06-01 04:00:00,2013-04-19 15:15:00,3600,159964,7.72168558711742,78.8607368091305,18.2249385518297,2.06482485373097,10.3582289556221,7.53757800930577,3,36.5290447845625,0,14.3,140.198339875315,30.5,5.1,5.4,6.1,7.3,9.1,10.9,11.7,62.4218988168451,65.7742153851553,71.5236704066453,78.7561613819929,85.9656091024635,91.6312902284872,95.3191583958801,4.5,7.2,12.6,19.2,25,27,27.9,0,0,0.0012377475495099,0.0331816363272655
"35","nwis_01480617 _TS.csv",2008-06-01 04:00:00,2012-11-20 21:45:00,3600,123965,10.1832321081456,100.910599176671,15.8803440320625,1.99593774261921,11.2365685616894,5.96273447810904,5.3,66.2270267200344,0,18.5,171.554127906229,29.7,7.6,7.9,8.7,9.8,11.3,13.1,14.1,86.1138888666482,88.8132700771348,93.4696112776236,98.7700677037973,106.749430591083,115.869061848145,121.674214099126,5.6,7.5,11.2,16.5,20.9,23.1,24.2,0,0,0,0
"36","nwis_01480870 _TS.csv",2008-06-01 04:00:00,2013-03-27 03:45:00,3600,177555,9.88549884839987,98.7012742031173,15.6192605691679,1.89242919766282,12.9955601635505,6.09811163005435,4.5,56.686559939116,0,18.1,192.625866107435,30.1,7.3,7.7,8.4,9.6,11,12.6,13.4,82.4155509976197,85.0824450484251,89.9562570092148,95.8753999594211,105.405945983667,116.419531640788,123.391158784035,5.2,7,10.8,16.1,20.9,23.1,24.2,0,0,0,8.44694474008751e-05
"37","nwis_01481000 _TS.csv",2008-06-01 04:00:00,2016-07-05 17:17:00,3600,180698,9.8995412869419,99.0602567818328,16.0239074934513,1.83782616327921,10.4617424619706,6.61496090436251,5.4,64.4578635005615,0,16.8,169.563212670046,31.2,7.3,7.7,8.5,9.7,11.2,12.5,13.2,85.1629924172584,87.8768026326852,92.2640666387731,97.3716768394555,104.066823355275,112.961707265639,119.365355842124,5.1,6.6,10.6,16.5,21.8,24.2,25.4,0,0,0,0
"38","nwis_01481500 _TS.csv",2008-06-01 04:00:00,2014-01-08 06:27:00,3600,315877,10.7912915897731,100.887301609533,13.5061631988443,2.1790512971503,4.64032778606696,8.3913204224509,5.5,53.7988121651703,0,16.4,126.675018940393,31.6,7.8,8.1,8.9,10.5,12.6,13.9,14.6,93.6756759951005,95.592202039731,98.3527743200232,100.561641944688,103.129552894597,106.384891393132,109.151567120985,0.3,2.2,6,13.3,21.3,24.7,26,0,0,0,0
"39","nwis_01484085 _TS.csv",2008-06-06 05:00:00,2015-05-04 04:54:00,3600,166720,9.45133676370048,83.1543005415519,11.6004629462838,2.51767435159238,14.6808734759284,8.44434821264853,0,0,0,19.1,231.689175922681,31.9,5.1,6,7.7,9.6,11.4,12.7,13.2,58.7235066766576,67.1572261118727,77.2615043637194,83.2668401020128,89.0966304478928,98.2141242572554,106.162079202494,0,1,4.6,10.1,18.3,25,26.7,0.00164321782831372,0.00530147649718734,0.0166000983531839,0.0449366101735574
"40","nwis_01484525 _TS.csv",2012-06-01 04:00:00,2013-02-05 17:45:00,3600,195864,9.99239090482122,98.5744366680255,15.5162578174856,2.05638059622368,22.1278905471774,8.25623928210855,0.2,2.45002131049315,0.1,18.6,252.541463274256,34.2,6.3,7.3,8.8,10.1,11.4,12.4,13,67.8129920770942,76.9218239553106,86.6731380969128,94.9018500649152,107.461514534028,127.135338304668,140.273823344511,3.5,4.7,8.1,15.4,22.9,26.8,28.3,0.00100059218721284,0.00233811847828307,0.00880623225990892,0.0209103346878765
"41","nwis_01487150 _TS.csv",2014-06-01 04:00:00,2015-03-11 04:45:00,900,39406,9.13782919774699,87.9201838196129,14.317747500888,2.32639183480007,19.8679493494309,5.20989895361432,4.9,50.4283211287413,0.9,17,172.98084242826,24.6,6.2,6.5,7.3,8.9,10.3,12.4,13.9,66.1257375337848,68.5297878325382,73.9597617301238,81.6885240367453,98.04996952803,114.313142384351,132.053886538053,6.1,7.3,9.7,14.8,18.9,20.9,21.7,0,0,0,2.53716953366824e-05
"42","nwis_01493112 _TS.csv",2012-06-09 05:00:00,2016-03-04 12:25:00,3600,160728,9.6134468471607,90.3756141882861,13.389256872451,1.69295609086948,10.6016924428639,5.74973362643634,1.3,14.9727727111311,0.6,15.8,160.076888615296,26.6,7.3,7.6,8.3,9.4,10.9,11.9,12.4,78.2517839862422,80.4912522800915,84.3704175512204,88.3552672226432,94.2950286764767,102.438094229526,108.100646617344,4.5,5.7,8.2,13.6,18.7,20.7,21.7,6.84317921664261e-05,0.000192853232469019,0.000342158960832131,0.00156771014781267
"43","nwis_01540500 _TS.csv",2011-06-01 04:00:00,2012-08-08 04:45:00,3600,111504,9.58351000860956,103.922427672924,18.6778977675328,2.07779785574456,22.3600387363195,6.8434217570105,2.3,28.2837367288292,0,22.7,319.323192994099,35.6,6.6,7.3,8.2,9.4,10.9,12.2,13,77.7552563511599,85.9805249004985,93.9929798044048,100.846682864025,109.803361626023,124.605488073132,136.200499279177,6.5,8.9,13.5,19.6,24.3,26.6,28,0,0.00125556033864256,0.00486081216817334,0.0124479839288277
"44","nwis_01542500 _TS.csv",2011-06-01 04:00:00,2012-08-08 04:45:00,3600,134913,9.51359172207274,103.526348821787,17.9053370890627,1.40073242051715,6.83158114613104,6.6791013562809,6.3,73.6554782000555,0.3,13.5,139.615130569232,33,7.5,7.8,8.4,9.3,10.5,11.5,12.1,94.3548767015669,96.2391957122897,99.2430611293693,102.439912984691,106.48626599087,112.437522059771,116.954497015732,6.3,8.3,12.5,18.9,23.6,25.9,27.2,0,0,0,0
"45","nwis_01544500 _TS.csv",2011-06-01 04:00:00,2012-08-08 04:45:00,3600,136123,10.1467863623341,103.540245194057,14.346188377048,1.55856977859068,7.82467891971289,5.88369878237345,6.3,77.4904875640985,0,14.9,138.73217206857,32.1,7.7,8.1,9,10,11.3,12.3,12.8,90.8816598526558,93.9256272834682,98.1639158369182,103.03658469989,109.113522910782,114.027629117206,116.76206517214,4.7,6.4,9.7,14.6,18.9,22,23.6,0,0,0,0
"46","nwis_01548303 _TS.csv",2012-07-18 20:00:00,2013-01-08 15:15:00,3600,154370,11.2919124791108,101.481093054111,8.56048265362314,1.64035231599126,3.19731217902206,5.71748160497247,6.9,77.6755359678202,0,14.6,119.358785298883,21.9,8.9,9.3,9.9,11.1,12.7,13.6,13.9,95.5430111663665,97.2814085796341,99.8558293240958,101.904624599008,103.514991746586,104.875363957793,105.846759857286,0,0.5,3.2,8.7,13.5,16.1,17.3,0,0,0,0
"47","nwis_01549700 _TS.csv",2011-06-24 04:00:00,2012-08-08 04:45:00,3600,123815,9.57478577601176,102.008042504526,17.1187424748083,1.82607221579475,11.1465457427532,7.18116612386997,4.1,43.7770763834849,0.4,15,140.866249096969,33.8,6.8,7.3,8.2,9.4,10.9,12.2,12.8,83.9577861674382,87.8777285807286,94.5548231080286,101.832921527352,109.243408347699,116.720802179011,120.978102711447,5,6.8,11.1,18.1,23.2,25.9,27.3,0,0,0,0.000104991964076596
"48","nwis_01567000 _TS.csv",2008-06-01 04:00:00,2014-06-19 15:01:00,3600,80747,10.2381962503405,101.086698913448,15.2475961120697,2.49349077349154,17.5123276614216,9.09554001107641,3.2,43.1231009987272,0,16.9,197.040670854684,34.3,6.3,7,8.3,10,12.4,13.7,14.2,76.9055560013192,82.6441008974474,91.1261287265161,97.8384998604254,107.481874920177,125.733246448088,137.170548205203,0,1.5,6,17.1,23.2,26,27.3,0,0,0.000383881912970255,0.00376451940461154
"49","nwis_01570500 _TS.csv",2008-06-01 04:00:00,2008-07-08 15:59:00,3600,50862,8.72703590106563,97.9024169433803,21.1009175409901,1.79247191437957,13.3798532896591,6.64246860742215,3.2,40.8761662421691,0.5,15,165.201586349737,35,6.1,6.6,7.4,8.5,9.8,11.2,12.1,76.8686636112004,81.834319534436,89.2363313891457,97.413359918712,105.559608439702,114.936001869633,120.742039042127,7.6,11.1,17.2,22.8,26.1,28.2,29.4,0,0,0.000117966261649168,0.00450237898627659
"50","nwis_01608500 _TS.csv",2008-06-01 04:00:00,2008-07-08 16:12:00,3600,157405,10.6949257732352,103.862619792678,14.3556841570321,2.50350164078676,10.9433647637981,9.27240060841861,5.1,64.6754060904402,0,18.8,168.402771924919,33.6,7.1,7.6,8.7,10.4,12.6,14.1,15,87.9766212428251,91.5143731615247,96.9498380388808,101.983368311609,109.999946990956,118.609187364599,123.663290535198,0.3,2.1,5.8,14.2,23.3,26.7,28.1,0,0,0,0
"51","nwis_01611500 _TS.csv",2008-06-01 04:00:00,2013-12-30 15:30:00,3600,105771,10.2902213062837,99.2793883760256,14.0035942862005,2.41967334674071,12.0927168859637,9.27893702165361,2.3,27.5931128137447,0,16.8,209.66481208994,32.4,6.7,7.2,8.3,10.1,12.4,13.7,14.2,80.9545954962675,86.8045301626253,94.2801957115965,99.2308496369909,103.232666515622,110.349159285224,118.170646184639,0.2,1.3,5.2,14.1,23.1,26.1,27.4,0,3.78139741541487e-05,0.000576663105850767,0.00398937427326268
"52","nwis_01632900 _TS.csv",2010-06-01 04:00:00,2010-08-14 04:45:00,3600,222866,9.89154650275921,95.572258282481,13.6281249438687,2.19719909843551,8.60469503866399,7.4202377567328,5.3,60.8944944689285,0,16.6,158.531783605513,29,7.1,7.4,8,9.4,11.7,13.1,13.8,83.2531299961918,85.6909317897719,89.8619490870876,94.951285944592,99.9549645084296,106.384527758056,111.137003744459,1.7,3.6,6.9,14.2,20.5,23.1,24.1,0,0,0,0
"53","nwis_01645704 _TS.csv",2009-06-01 04:00:00,2010-01-03 15:45:00,3600,245524,9.52419691144849,89.2740847481707,13.5816927851174,2.23702911837272,7.89279442985591,7.48704685313898,2.7,31.4297926217633,0,15.2,122.325326429228,27.9,6.7,7,7.6,9,11.4,12.8,13.4,76.9239327411201,79.9336141590981,84.1608399480895,89.5150071023846,94.2723925883099,98.5730971430002,101.960691440821,1.5,3.2,6.8,14.1,20.5,23.1,24.1,0,1.22173714732521e-05,0.000549781716296345,0.00158011337720727
"54","nwis_01645762 _TS.csv",2011-06-08 04:00:00,2013-01-08 15:15:00,3600,184031,9.73545593340976,91.0744403943386,13.2690726130708,2.06501623929282,7.67785781433491,7.11476222070937,3.8,44.3703385387407,0,15,125.639082437176,27.2,6.9,7.3,8,9.3,11.5,12.7,13.3,78.0427988607195,81.5749068134046,86.6405805197256,91.4148672856377,95.3555758183011,100.122734812942,103.90587903945,2.1,3.6,6.8,13.5,19.9,22.5,23.5,0,0,5.43327664614699e-06,0.000141265192799822
